92,EimEar fOLEy,mUNster BaRbeLl,F,1129,15-08-1998,false
93,cillIAn OsulliVAN,GALwAY iroN LeaGuE,M,1100,11-02-1982,true
94,DArRAGH HOGaN,CorK baRBELl AsSOcIatIoN,M,1389,15-04-1994,false
95,RonaN ReiLLy,Kerry stREnGtH UNiT,F,1261,25-04-2006,false
96,RoNAN WHELaN,noRTHside poweR GYm,M,1038,17-04-2006,false
97,mIcHEAl hANlEY,BELfAST IROn wORKS,M,581,16-01-1995,false
98,KeELaN MUrray,MunstEr bArbElL,F,747,30-05-1997,false
99,AlAn FiTzGErald,NoRtHsiDE POWEr gyM,M,1143,21-03-1993,false
100,eLLen haYEs,Dublin MEtRO pOweR,F,528,15-10-2006,false
101,orlaitH bARrEtT,liMeriCK poweRLIftinG,F,806,11-01-1990,false
102,RoiSin walSh,DUbLIn cIty LIFTING,F,1249,15-04-1980,false
103,RONan ObRIeN,munsteR BARBelL,F,1234,13-06-1980,true
104,mAeVE Dunne,connAcht powErLIFtInG,M,569,27-02-1987,false
105,AiNe lYNch,cOnNacHt POWErliFtInG,F,514,03-01-1992,false
106,MAeve lEnehAN,GAlway iron LEAGUe,M,1234,07-10-1999,false
107,eLLEN CaRrOlL,dOnegal POwerliFtInG,M,1132,10-08-1985,false
108,TomaS DufFY,doNEGAl PoweRliFTIng,M,741,04-12-1995,false
109,dEClAN nolAn,dUBLin mEtro POwEr,M,495,13-04-1997,false
110,LiaM mollOY,Cork StrengTH and CondITiONing,M,973,19-02-1991,false
111,BREnDAN LaRkiN,ulsTer StrENGTh ClUb,F,876,25-10-1992,false
112,AOIFe POweR,SOUthSIDE StRENgth,F,898,05-10-2003,true
113,tOmas finN,DUbLIn BARBELL ClUb,M,1123,16-01-2000,false
114,coNor ReiLlY,bELFaST irON WorKS,F,1261,15-06-2001,false
115,oIsiN oBRiEn,WATerfOrd pOweRlifTINg,F,773,12-04-2007,false
116,oRnA KelLY,doNeGaL PowerLiFTIng,F,969,02-08-1993,true
117,sAoIRse oBrIeN,WaterfORd POWERLIFtIng,F,508,09-07-1997,true
118,KEvin gORmAn,SoUTHSide sTrenGTh,F,625,02-02-2007,true
119,Siun DoYLE,WaTeRFORD poWeRliFtinG,M,1240,28-03-1990,true
120,sInEAd bYRNe,ulsTEr STreNgTh cLUB,M,1272,02-03-1995,true
121,clOdAgH kaVAnAgh,DoNegAL PowerlIftING,F,1229,03-04-2000,false
122,KEeLAn BRAdy,BElFaST IRoN WorKS,M,1099,29-06-1995,false
123,LAura orOuRke,mUNSter BArbELl,M,1132,10-10-1989,false
124,aINE brAdy,LIMERiCK PoweRLIftING,M,602,01-02-1989,false
125,fIONA dUFFY,KERRY sTrEngTh uNit,M,1197,05-02-1982,false
126,kEElaN LeNehAN,WAtErfORd pOWErLIfTiNG,M,1128,15-04-1989,true
127,Micheal leNehaN,LiMericK PowERlIftIng,M,1246,06-06-2006,false
128,keVIn CorCoRan,DUbLin barBeLL CLUb,M,1172,16-01-1996,false
129,TOmAS ROcHE,LIMerICk pOweRliFtinG,F,1255,19-12-1984,false
130,siun McgRaTh,BElfasT IrOn wORKs,F,1352,02-05-1998,true
131,sIuN rEILlY,UlstEr StReNgTh CLuB,M,967,01-04-1989,false
132,rOisIN oSULLIvAN,CorK BARbelL ASSoCiATIoN,F,880,14-08-2000,false
133,EimeAR NOlan,COrK StReNGtH anD condiTiOniNG,F,1300,20-03-1982,false
134,lIaM keLLY,GAlWAY IRoN leAguE,F,1258,24-06-1998,false
135,oRlAiTH FInn,GalWay iRon LeagUE,F,1269,25-07-1988,true
136,ROnaN muRRaY,cork baRBeLl assoCIation,M,951,12-05-1984,false
137,SAOirsE GOrmaN,MUnsTer bARbELl,F,1400,18-07-1986,false
138,TAdHg dufFY,ULSTEr sTreNgTH clUb,M,495,04-08-1997,false
139,cOnor mCgrATh,CARlOW iRon CLuB,F,982,21-04-1996,false
140,CilLIaN CorcORaN,weXForD WEiGHT Club,F,491,29-04-1980,false
141,Leah BYrnE,MunSTEr barBELl,M,898,25-03-2007,false
142,AOife mURPHY,wATERFORD PoWErlIftiNG,F,907,22-10-1994,false
143,pATRIcK CaseY,lEInSter POWErhOuSE,M,957,11-05-1999,false
144,sINeaD HEALY,waTeRfORD POWeRLiftiNg,M,1088,28-06-1990,false
145,DeiRdRE oROuRke,mUnSter BaRBElL,F,538,29-05-1989,true
146,Conor lYNch,ULstEr stRenGTH ClUB,M,535,05-01-2003,true
147,dEiRDrE mcgRath,caRLOw iron club,F,759,11-10-1995,true
148,dARrAGH mUrrAY,Galway iRoN leAguE,M,1056,04-06-1998,true
149,taDHG breNNan,MuNStEr BArBELL,M,1371,27-07-1997,false
150,darRagh fOleY,muNStER baRbell,F,1172,10-07-2002,false
151,DarraGh keLlY,DUbLIN MEtRO pOwER,F,1117,18-06-1997,false
152,iDE POWEr,gaLWay ciTy POWEr,F,773,02-07-2006,false
153,paTriCK ODOnNeLL,connACHT PoWErlIfTING,M,541,14-02-1998,true
154,EDEl pOwer,DUBLiN City liFtInG,F,1061,17-06-2005,false
155,SEaN KelLY,wAteRford PoweRliFtinG,F,1058,04-03-1997,false
156,eImeaR BaRrETt,doNeGal poWErlIfTiNG,F,660,14-03-1983,false
157,eIMEAr waLsh,uLsteR STRENgTH CLUb,M,597,31-03-2004,true
158,MICHeAL Ryan,gAlway iron LeaGUE,M,1383,03-03-2005,false
159,SiNeaD ObriEn,caRLow IrOn cLUb,M,1299,13-01-1991,false
160,DEIRDRe KelLy,wexfORD weight clUb,F,793,29-04-2006,true
161,ROnan CaSey,WateRfOrd pOWeRLiFTING,M,652,17-08-1986,false
162,CONor RyAn,NorthSidE pOWER gym,M,964,09-01-2006,false
163,liAm OSUlLiVAN,BelFASt iRon wOrKS,M,1282,02-02-1992,false
164,CilliAN oconnOR,lEInsTER PoWERhoUsE,F,985,24-08-2005,false
165,siObHAn RochE,WATErFoRD POWerlifTINg,M,1013,13-02-1990,true
166,SeAN lEnEHAn,bElfAsT iron wOrkS,F,573,03-10-1990,false
167,lEah OBrIEN,Wexford WEIGHT cLUb,M,680,01-07-1988,true
168,lEAH LyNCh,duBlIN CIty LiftiNg,F,929,03-10-1981,false
169,liaM hoGAN,cArLOW iROn CluB,F,945,07-05-1996,false
170,cONOR ReIlly,CORk StReNGTH anD conDiTIONInG,F,1277,19-03-1986,false
171,RoNaN finN,CORk BaRbell ASSoCiAtiON,F,588,20-10-1987,false
172,feArghAL fINN,wATERFOrD POWErlIfTinG,M,1183,17-08-1981,true
173,feArGHAL hIgGiNs,WaTerfoRd POWErliFting,M,593,08-12-2003,false
174,seAN kEllEhEr,dUBliN mETRO POweR,F,1003,27-11-1988,false
175,ALAn MuRRAY,Cork bARbEll ASSOciatIon,M,889,11-02-2002,true
176,GrAiNNe dUnnE,coRk BaRbEll assocIatIon,F,883,18-07-1987,true
177,SeAn cArRoLL,wATerfOrD poWeRlIFtINg,F,1170,14-08-2006,true
178,BRenDAN DoYLE,soutHSidE stREnGTh,F,1355,04-02-1983,false
179,orlaITh dUNnE,DuBlIN baRBelL clUb,F,1115,25-01-1990,false
180,KEElaN BYrNe,dONeGAL POWERLIfting,M,529,12-12-2000,false
181,CIllian RyaN,coRK sTRenGtH And CONdITioNinG,M,524,31-01-1985,false
182,ORNA oroUrkE,CORk bARbELL ASSOcIaTIOn,M,503,06-02-1991,false
183,Ide foleY,CarloW IrOn cluB,M,1288,04-01-2002,false
184,SInead bYrNE,dUBLIn CiTy lIfTINg,F,846,27-10-1992,false
185,TADhG wARD,WEXford wEIGHt club,F,935,18-08-1990,false
186,NIAMh reillY,lImErIcK powERLiFtinG,M,761,30-01-1988,false
187,liAM LyNcH,muNStEr BaRBELL,F,1137,21-08-1984,true
188,cIaN dUFFY,CaRloW iRON CLuB,M,612,01-06-1998,false
189,ROnAn murPHy,belfASt iron woRks,F,1315,31-08-2001,false
190,RoNan RYaN,wexforD weIgHT club,M,919,05-03-1980,false
191,tOMas fitZGEraLD,lEInstEr PowErHoUse,F,1000,26-01-2000,false
192,siNeAD HogaN,KeRRY STrength uniT,M,1268,02-12-1991,false
193,feaRGHaL gORmaN,DublIn metRo poWeR,F,526,16-09-1999,false
194,shanE MCCaRtHY,CORk stRenGth aND ConditIOnInG,F,957,26-12-1994,false
195,RORy MOllOy,wAtErFoRd POWeRLIftinG,F,618,03-07-1983,true
196,AinE POWeR,bElfAsT IRON works,F,643,22-05-1996,false
197,fEARGhAl REILLy,uLSteR strEnGTH cLUB,F,766,06-06-2006,true
198,pADRAiG lYnCH,wExFOrd WeIgHt CLub,F,1157,26-06-2003,false
199,cOlM oRoUrkE,BeLFasT iroN WorKS,F,1164,11-08-1989,false
200,mAry MuRrAy,WEXfOrd wEiGht CLuB,M,1158,30-07-1988,true
201,RoiSIN RochE,duBlIn MeTRo PoWer,M,898,23-11-1997,false
202,eogHaN RaFtER,SOuThSidE sTReNGTH,F,1103,15-06-2007,false
203,OISIN rEilLY,soUtHsIdE STReNgTh,F,498,23-10-1993,false
204,TadHg hAYES,ULster sTrenGth cluB,F,1313,20-04-2006,true
205,SIun LeNEHAN,GALwaY CiTY PoWer,M,749,09-06-1980,true
206,sIUN FOLeY,Cork BArBelL AssocIAtiON,F,811,27-04-2005,false
207,SiUN lArKIN,waTErfORD poWeRLIfTinG,M,572,27-07-1992,false
208,saoIrse raFtER,keRrY STreNgth unIT,F,563,09-04-2007,true
209,SHanE BRennAn,CORK StREnGTH AnD ConDItiOnInG,M,570,06-11-1997,false
210,sAoiRSE rYAn,gAlWaY IRON lEAGue,M,1009,19-01-1985,false
211,FEARgHAL CorcoRan,DuBLin mEtrO pOwer,F,533,12-06-1986,false
212,ciLliAN oshEa,LEINsTEr POwERHouse,M,1135,10-11-1986,false
213,JAMEs cAsEy,COrK sTrenGth aND cONdITioniNG,F,794,07-05-1996,false
214,aIne hogAn,DublIn BarBelL CLUb,F,896,14-09-1987,true
215,rOrY CASEy,dUbliN cItY liftInG,M,1381,06-06-1994,false
216,breNDaN McGRATh,mUnSter BarBeLL,F,1198,02-09-1996,true
217,ainE oSulLIVaN,SoUtHSIDE StRENgth,F,576,31-01-2002,false
218,TAdHg BRENNaN,cOrK BArbElL ASsoCIAtioN,M,996,19-04-1991,false
219,cIAN HogaN,DubliN BARBeLL CLuB,F,1243,14-04-1983,true
220,saoiRSE LARKIN,cOnnAcHt POwErLifTINg,F,938,10-05-2000,false
221,mAeve lENEHan,cOnnAChT poWERlIfTing,M,556,06-05-1994,false
222,oRNa byRNe,LIMeRIck PoWErlifTiNG,M,940,12-11-1992,true
223,KeViN MccartHY,noRtHSiDe powER gyM,F,664,27-05-1995,false
224,AIne MURPHy,cArlOw IRON club,F,1235,23-08-1987,true
225,SiNEAD mURPhY,KERrY sTreNgth UniT,M,582,10-02-1983,false
226,sINEAD HANley,gaLway IRON LEagUE,M,1176,11-08-1981,false
227,dEclAn baRRetT,bElfAsT IrOn WoRKS,F,1382,29-10-1988,false
228,TomAS wHElaN,belfAst Iron worKS,M,880,30-05-1991,false
229,Orna CouGhlan,DUBLiN CITY LiftIng,F,623,27-12-1984,false
230,OisIN gORmaN,WATERFord PoWERLIfTiNg,M,986,27-07-1993,true
231,fEARGHal mcCaRThY,cOrK streNGtH and condItioNiNG,M,766,09-10-1982,true
232,SEaN KeLleher,leiNSTeR powERHoUSe,F,653,10-04-2005,false
233,cIaN caRroLl,limERICk PoWErlIfTing,F,751,03-06-1995,false
234,OrLaIth lenEhan,BELfAst iRoN WOrKs,M,837,04-11-2001,false
235,eMMa heaLy,dUBLIn bARbEll ClUb,F,1288,13-02-1982,false
236,pAtRICk rOcHe,GAlway Iron LEagUe,M,899,03-09-2006,true
237,MAry whELAn,SouthsIde sTrength,F,1193,14-05-1984,false
238,ide HealY,limerICK powerliFtiNg,M,1179,06-08-2003,false
239,eLLen BARrEtT,donEGAl poWErLIFtIng,M,1067,23-10-1991,false
240,SEAN MCCarthy,UlStEr stREngth club,F,525,24-02-1995,false
241,CiLLian LenEhAn,wATeRfORd poWErliftINg,M,1115,06-08-1982,false
242,sinEad bYrnE,KeRRY STrEngTH unIT,M,1013,31-07-2004,false
243,CiLLian KellY,coRk STrengtH anD COndItIOning,M,1014,28-10-1998,false
244,paDRAIg coRcoRan,wEXfORd weighT Club,M,573,12-08-1994,false
245,JAMES oroURKE,LIMErICk poWerlifTinG,M,1291,05-05-1981,false
246,OrNa ByRnE,WExFORD WeighT cLuB,F,1079,15-03-1993,false
247,aLaN HIggINs,Cork BarBeLL ASsOCiAtion,M,884,28-09-1989,false
248,GRAInne haNLeY,leinStEr PoWERhoUsE,M,1378,26-08-1999,false
249,ORnA BRenNAn,gaLwAy irOn leagUe,M,1045,23-03-1988,false
250,JaMES whelan,BELFaST iRON woRkS,M,1158,09-04-1981,false
251,DaRraGH kEAnE,WaTERfoRD poweRliFtIng,M,1389,27-01-2005,true
252,DEIRDre OroUrke,CarlOW IRON clUb,F,1302,09-08-1983,false
253,miCheaL CaSeY,ULstEr sTreNGth ClUb,F,1196,03-05-1992,false
254,darraGh mURRay,CorK StREngTh AND ConDiTioniNg,M,1279,03-11-1989,false
255,sAOiRSE lenEHAN,Galway CItY pOwer,F,1224,23-01-1995,false
256,alAN LenEhan,nORTHsIDE PoWeR gYm,M,904,24-10-1984,true
257,EDel cOnNolLy,lEINSTER POweRhouSE,F,1130,21-12-1979,false
258,FiOna HanlEy,GaLWAy City POWEr,F,766,19-01-1982,false
259,NIamh osHea,gaLwAy iRon LeaGue,F,1243,18-09-1980,false
260,pAtRiCK bArReTT,cONnaCHT powERlIFTING,F,530,17-05-1996,false
261,shaNE odOnnELL,kErrY sTRengTH UNIt,M,1146,03-11-1988,false
262,fIONa PowEr,wEXfoRd wEIght club,F,881,20-02-1980,true
263,CILlIAN oRoURKE,ulsTER strENGTh clUb,M,825,14-11-1980,false
264,ORna LEnEHan,KErRy sTreNGth UNIt,F,1390,01-06-1981,false
265,KeElAN fItZGerald,nOrThsidE POWEr gyM,F,1150,06-09-1992,false
266,ALAN WhElAN,norThSiDe PowEr gYM,F,1204,20-02-2006,false
267,NIaMH MurPHY,wExFOrD wEIgHt cLub,F,1130,25-04-1996,true
268,edeL LenehaN,wAterForD pOwErliFtinG,M,836,29-08-1991,false
269,cLoDAGH FITZGEraLd,MuNsTeR bArBeLL,M,840,30-07-1994,false
270,EMMa dUNNE,DubLiN CiTY LiFting,M,1117,18-04-1980,false
271,seAn COuGhLAN,norThsIde pOwER GYM,F,911,11-01-2007,false
272,LEah ROChE,dUBLiN ciTY LIFtiNg,F,1344,20-09-1989,false
273,FIOna gAlLAgHer,cORk stRENgth aNd CONditIONiNG,M,927,08-01-2004,false
274,SIOBhAn duNnE,ulStEr stRENgth CLub,M,819,28-10-1994,false
275,ide MccArthy,dONegaL pOWERliFtIng,F,881,21-12-1981,false
276,SineaD LaRkIn,DuBlin City LifTing,F,657,15-01-1993,true
277,JAMes FoLEY,CaRlow iroN cLuB,F,925,19-11-1984,true
278,micHeAl KEllY,limeRIcK pOwerLiftinG,F,619,01-02-1994,false
279,lauRA BREnnAN,MUnSTer BARBeLl,M,998,30-11-1980,false
280,KEVIN moLLOY,lImErICK pOweRLifTINg,M,746,23-07-2000,false
281,bRendAn DUNnE,soutHSiDe STrEngtH,F,638,27-11-1981,false
282,RoNAn BArRETt,norThSide pOwer GyM,F,1293,19-12-1983,false
283,eDel nOLaN,DUbLIN BARbEll CLUb,F,810,09-03-1998,false
284,tOmas NOLAN,wAtErford pOWerLifTInG,F,797,27-05-2001,false
285,SEAN ward,cOrK BarBELl asSociATiON,F,780,26-01-1997,false
286,mAry heaLy,coNnacht PoweRLIFtINg,F,1361,29-02-1984,false
287,kEelAn qUINN,wExfOrD weIght ClUb,F,558,10-02-1998,false
288,cONOr kElly,sOuthsIdE STrENGTH,M,671,23-06-2003,false
289,siuN OROUrKE,WExfORd weIGHt cLUb,M,625,24-06-1993,true
290,eLlen gallAgHEr,lEInStEr POWerhouSe,F,688,31-10-1991,false
291,LiaM LYNCH,BElfAST iroN WoRKs,M,1209,21-04-1997,false
292,EiMeAR rAfTER,cArLow iRoN clUB,M,1369,12-02-1982,false
293,jAmEs GormaN,ULsTer strENGtH ClUB,M,1347,06-10-1982,true
294,EOghan carRoll,SoUTHside sTReNGtH,F,663,10-02-1997,false
295,OrnA CoRCORan,cONnAchT pOWeRLiFTING,M,1047,25-10-1991,false
296,MiCHeAL fiTZgErAlD,KERRy StrEngtH UnIt,F,550,09-03-1991,false
297,CONOr hayes,GAlway CITy powER,F,1157,17-10-2000,true
298,SiobhAN bYRNE,conNaCht PoweRliftiNg,F,1144,05-04-1995,false
299,OrLAITH hiGGinS,WeXFORD weIgHT club,M,1348,08-03-2006,false
300,eMma casEy,GalWay City PowER,F,960,15-07-1984,false
301,RoiSIn CArROLL,dOnEGaL poWErlIFtING,M,1222,03-05-1980,true
302,eiMeAr osuLlIvAN,cARLow iron clUB,M,864,21-12-1995,false
303,RoiSIN rafTEr,nORThsiDe POwER gYm,F,1350,15-01-1996,true
304,AINe wALsh,CaRlOW IRoN Club,M,830,22-05-1997,false
305,SEan RYaN,corK STRenGtH AnD CONDItIONinG,M,1387,30-08-1986,false
306,aiNE mcGRatH,LEinSteR POwerHOUse,F,899,04-11-2000,true
307,EmMa larKIn,dUBLIn BarbeLL Club,M,762,17-01-1981,false
308,jAmeS baRretT,dOnEGaL powErlIfTIng,M,749,10-08-1987,false
309,LEAh folEy,uLsTer STREnGTH cLub,F,896,07-06-2006,false
310,deiRdRe mOLlOy,souThSidE StReNGTH,F,829,03-05-1993,false
311,RonaN OrouRKe,dONegAl pOwerLIfTINg,F,480,24-03-1990,false
312,CoLm HanLEy,gAlwAy irOn lEAgUE,M,1373,24-07-1986,true
313,SEaN bYRNE,Cork BaRbELl AssOcIaTiOn,F,532,09-04-1984,false
314,james gaLlagHeR,CorK StREngtH and ConDitIonIng,M,520,09-05-1995,false
315,iDe MCgratH,LiMerick pOWeRLIftiNG,F,645,25-04-2007,true
316,FioNA MoLlOy,LImeRiCK pOWErLiftINg,M,590,23-02-1985,false
317,sIObHAN MCGratH,DONegal pOWERLiFTiNG,F,881,06-05-1999,false
318,SioBHan wARD,SoUtHsIDe StrENgTh,F,1372,08-06-1986,false
319,ainE waLSH,SOUTHsiDE stREnGth,M,810,18-08-1982,false
320,sineaD CoRcOraN,munSTeR BArbeLl,F,834,20-03-1980,false
321,brendan GormAn,coRk sTREngtH aND COnDItIoNInG,M,1239,15-12-1981,false
322,FIonA OBRIEn,ConnAcHT POwErLIFtiNG,M,597,25-03-1983,true
323,ROisIn lYNcH,ConnAchT poWerLifTinG,F,543,10-07-2005,false
324,ronaN BRenNaN,galWAy IRon lEagUe,M,887,20-12-1996,false
325,tOmAs hanLEy,limeRick pOWeRlIfTIng,F,1358,13-06-1995,false
326,eiMeaR ocOnNOr,wEXfOrD WEigHT CLUb,F,578,16-12-1982,false
327,MAEVE laRkin,wEXfoRD wEIGHt cLuB,F,1381,02-07-1989,false
328,aLAN mCGrAth,DubliN BarbelL clUB,F,843,20-09-1982,false
329,orNa GAlLAGHer,LEInSTEr powerhousE,F,1304,08-10-2007,true
330,AINE ReiLLY,ConnaCht poWERLIfTInG,M,793,28-08-1991,false
331,nIAMH cOUgHLaN,corK bArbell aSsOCiatIOn,F,1192,19-11-2002,true
332,PAdrAiG reIlly,DubLIN metro POweR,M,799,09-11-1989,false
333,OrNA CARroLL,sOUTHSiDe StrEnGth,F,1159,17-10-1986,true
334,oRlAIth rAfteR,cARLoW irOn CluB,M,642,02-12-2001,true
335,BrEndaN doYlE,DubLiN CiTy LIfTING,M,621,27-06-1996,true
336,OrnA POweR,GalwAY irON league,M,1121,18-05-1980,false
337,siobhaN MOllOY,DUBLiN MetrO PowER,F,1170,26-04-1995,false
338,iDE KelleheR,DublIN Metro PoWEr,F,735,01-10-1990,false
339,FIoNa RyAN,MUNsTeR BaRbEll,F,1208,18-12-1986,false
340,sioBhan kAvAnAGh,munsTER BaRbElL,F,1183,17-02-1990,false
341,mAry laRkIn,uLsTEr STREngth ClUB,F,819,19-03-1983,false
342,dARRagH cOnnolLY,MunsTer BarBELl,F,1340,04-01-1988,false
343,LIAm COrCorAn,cORK STreNGtH ANd CondITioNing,M,1162,21-05-1981,false
